triple,sources,config,manifest,inputs
_:cb1ea66a1ab299672a36b8ca3fa91271493a84548af81357a3b1f03720846837f74 <http://www.w3.org/2002/07/owl#onProperty> <http://purl.obolibrary.org/obo/BFO_0000171> .,"[""input:evaluation_study/inputs/approved_run/validate_relations.csv:row:84""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
_:cb1ea66a1ab299672a36b8ca3fa91271493a84548af81357a3b1f03720846837f74 <http://www.w3.org/2002/07/owl#someValuesFrom> <https://w3id.org/presalt-onto#LacustrineCarbonate> .,"[""input:evaluation_study/inputs/approved_run/validate_relations.csv:row:84""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
_:cb1eae96c8ce0d795d3b770d999e57fb33a4b3955528d528ca4aceb317ba701723e <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Restriction> .,"[""input:evaluation_study/inputs/approved_run/validate_defined_classes.csv:row:8""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
_:cb1eae96c8ce0d795d3b770d999e57fb33a4b3955528d528ca4aceb317ba701723e <http://www.w3.org/2002/07/owl#onProperty> <http://purl.obolibrary.org/obo/RO_0000091> .,"[""input:evaluation_study/inputs/approved_run/validate_defined_classes.csv:row:8""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
_:cb1eae96c8ce0d795d3b770d999e57fb33a4b3955528d528ca4aceb317ba701723e <http://www.w3.org/2002/07/owl#someValuesFrom> <https://w3id.org/presalt-onto#Hydrocarbonreservoirdisposition> .,"[""input:evaluation_study/inputs/approved_run/validate_defined_classes.csv:row:8""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
_:cb1f0336020473c69d7af7883d0b31b66a307b6e4541179049d9196f4215eb13972 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Restriction> .,"[""pipeline:src.modules.emit.owl_exporter:companion_axioms""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
_:cb1f0336020473c69d7af7883d0b31b66a307b6e4541179049d9196f4215eb13972 <http://www.w3.org/2002/07/owl#onProperty> <http://purl.obolibrary.org/obo/BFO_0000197> .,"[""pipeline:src.modules.emit.owl_exporter:companion_axioms""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
_:cb1f0336020473c69d7af7883d0b31b66a307b6e4541179049d9196f4215eb13972 <http://www.w3.org/2002/07/owl#someValuesFrom> <http://purl.obolibrary.org/obo/BFO_0000004> .,"[""pipeline:src.modules.emit.owl_exporter:companion_axioms""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
_:cb1f2ebc30e1d36c5d92f3435c4280e21f8ce7b917ccc0b489ed221be118fde9f86 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Restriction> .,"[""input:evaluation_study/inputs/approved_run/validate_defined_classes.csv:row:13""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
_:cb1f2ebc30e1d36c5d92f3435c4280e21f8ce7b917ccc0b489ed221be118fde9f86 <http://www.w3.org/2002/07/owl#onProperty> <http://purl.obolibrary.org/obo/BFO_0000057> .,"[""input:evaluation_study/inputs/approved_run/validate_defined_classes.csv:row:13""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
_:cb1f2ebc30e1d36c5d92f3435c4280e21f8ce7b917ccc0b489ed221be118fde9f86 <http://www.w3.org/2002/07/owl#someValuesFrom> <https://w3id.org/presalt-onto#HydrothermalFluid> .,"[""input:evaluation_study/inputs/approved_run/validate_defined_classes.csv:row:13""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
_:cb1f94b853bc835e4bdd58b77017c753a5665a4d05b2e6e02b3e7b241f0b8dcf412 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Restriction> .,"[""pipeline:src.modules.emit.owl_exporter:companion_axioms""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
_:cb1f94b853bc835e4bdd58b77017c753a5665a4d05b2e6e02b3e7b241f0b8dcf412 <http://www.w3.org/2002/07/owl#onProperty> <http://purl.obolibrary.org/obo/BFO_0000197> .,"[""pipeline:src.modules.emit.owl_exporter:companion_axioms""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
_:cb1f94b853bc835e4bdd58b77017c753a5665a4d05b2e6e02b3e7b241f0b8dcf412 <http://www.w3.org/2002/07/owl#someValuesFrom> <http://purl.obolibrary.org/obo/BFO_0000004> .,"[""pipeline:src.modules.emit.owl_exporter:companion_axioms""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
_:cb1fa030ef27bd28e7e2591f0f570c360f708de8660a6ab9b227646d2412fea21fe <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Restriction> .,"[""input:evaluation_study/inputs/approved_run/validate_relations.csv:row:60""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
_:cb1fa030ef27bd28e7e2591f0f570c360f708de8660a6ab9b227646d2412fea21fe <http://www.w3.org/2002/07/owl#onProperty> <http://purl.obolibrary.org/obo/BFO_0000057> .,"[""input:evaluation_study/inputs/approved_run/validate_relations.csv:row:60""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
_:cb1fa030ef27bd28e7e2591f0f570c360f708de8660a6ab9b227646d2412fea21fe <http://www.w3.org/2002/07/owl#someValuesFrom> <https://w3id.org/presalt-onto#MgClay> .,"[""input:evaluation_study/inputs/approved_run/validate_relations.csv:row:60""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
_:cb2028d184d13552cf553ed09d2c82130d185b724d6e1d6fdd967550812dc349077 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Restriction> .,"[""input:evaluation_study/inputs/approved_run/validate_relations.csv:row:188""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
_:cb2028d184d13552cf553ed09d2c82130d185b724d6e1d6fdd967550812dc349077 <http://www.w3.org/2002/07/owl#onProperty> <https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017> .,"[""input:evaluation_study/inputs/approved_run/validate_relations.csv:row:188""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
_:cb2028d184d13552cf553ed09d2c82130d185b724d6e1d6fdd967550812dc349077 <http://www.w3.org/2002/07/owl#someValuesFrom> <https://w3id.org/presalt-onto#ClayMineral> .,"[""input:evaluation_study/inputs/approved_run/validate_relations.csv:row:188""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
_:cb204c8f3533a42a18964fc3c59cf612e05699574e0e3c713782350e1513adfdb9b <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Restriction> .,"[""pipeline:src.modules.emit.owl_exporter:companion_axioms""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
_:cb204c8f3533a42a18964fc3c59cf612e05699574e0e3c713782350e1513adfdb9b <http://www.w3.org/2002/07/owl#onProperty> <http://purl.obolibrary.org/obo/BFO_0000197> .,"[""pipeline:src.modules.emit.owl_exporter:companion_axioms""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
_:cb204c8f3533a42a18964fc3c59cf612e05699574e0e3c713782350e1513adfdb9b <http://www.w3.org/2002/07/owl#someValuesFrom> <http://purl.obolibrary.org/obo/BFO_0000004> .,"[""pipeline:src.modules.emit.owl_exporter:companion_axioms""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
_:cb205149d91fe6d8586c194750999a8a61eb348be4d109c8b91c1a974dc7170169f <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Restriction> .,"[""input:evaluation_study/inputs/approved_run/validate_defined_classes.csv:row:2""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
_:cb205149d91fe6d8586c194750999a8a61eb348be4d109c8b91c1a974dc7170169f <http://www.w3.org/2002/07/owl#onProperty> <http://purl.obolibrary.org/obo/RO_0000087> .,"[""input:evaluation_study/inputs/approved_run/validate_defined_classes.csv:row:2""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
_:cb205149d91fe6d8586c194750999a8a61eb348be4d109c8b91c1a974dc7170169f <http://www.w3.org/2002/07/owl#someValuesFrom> <https://w3id.org/presalt-onto#Reservoirfaciesrole> .,"[""input:evaluation_study/inputs/approved_run/validate_defined_classes.csv:row:2""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
_:cb2058cf211fbccb277d736f6af1a1bfa8242b2413726ed9172d6edc6a4f0313b78 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Restriction> .,"[""input:evaluation_study/inputs/approved_run/validate_relations.csv:row:102""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
_:cb2058cf211fbccb277d736f6af1a1bfa8242b2413726ed9172d6edc6a4f0313b78 <http://www.w3.org/2002/07/owl#onProperty> <http://purl.obolibrary.org/obo/BFO_0000178> .,"[""input:evaluation_study/inputs/approved_run/validate_relations.csv:row:102""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
_:cb2058cf211fbccb277d736f6af1a1bfa8242b2413726ed9172d6edc6a4f0313b78 <http://www.w3.org/2002/07/owl#someValuesFrom> <https://w3id.org/presalt-onto#OrganicMatter> .,"[""input:evaluation_study/inputs/approved_run/validate_relations.csv:row:102""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
_:cb2083603149b57ea284689f13bcefda632cd1541c2cd7b065b2a590f73ea95e895 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Restriction> .,"[""pipeline:src.modules.emit.owl_exporter:companion_axioms""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
_:cb2083603149b57ea284689f13bcefda632cd1541c2cd7b065b2a590f73ea95e895 <http://www.w3.org/2002/07/owl#onProperty> <http://purl.obolibrary.org/obo/BFO_0000197> .,"[""pipeline:src.modules.emit.owl_exporter:companion_axioms""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
_:cb2083603149b57ea284689f13bcefda632cd1541c2cd7b065b2a590f73ea95e895 <http://www.w3.org/2002/07/owl#someValuesFrom> <http://purl.obolibrary.org/obo/BFO_0000004> .,"[""pipeline:src.modules.emit.owl_exporter:companion_axioms""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
_:cb20bd69ffffdf2d3abc894d0e40136b854a2b4b0a41bec86e6d4095445d9575a71 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Restriction> .,"[""pipeline:src.modules.emit.owl_exporter:companion_axioms""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
_:cb20bd69ffffdf2d3abc894d0e40136b854a2b4b0a41bec86e6d4095445d9575a71 <http://www.w3.org/2002/07/owl#onProperty> <http://purl.obolibrary.org/obo/BFO_0000197> .,"[""pipeline:src.modules.emit.owl_exporter:companion_axioms""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
_:cb20bd69ffffdf2d3abc894d0e40136b854a2b4b0a41bec86e6d4095445d9575a71 <http://www.w3.org/2002/07/owl#someValuesFrom> <http://purl.obolibrary.org/obo/BFO_0000004> .,"[""pipeline:src.modules.emit.owl_exporter:companion_axioms""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
_:cb20e898927ee2d540e726223ba8b44cabbffbc8e20266e7e22f5828292d36f2f8d <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Restriction> .,"[""input:evaluation_study/inputs/approved_run/validate_relations.csv:row:98""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
_:cb20e898927ee2d540e726223ba8b44cabbffbc8e20266e7e22f5828292d36f2f8d <http://www.w3.org/2002/07/owl#onProperty> <http://purl.obolibrary.org/obo/BFO_0000056> .,"[""input:evaluation_study/inputs/approved_run/validate_relations.csv:row:98""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
_:cb20e898927ee2d540e726223ba8b44cabbffbc8e20266e7e22f5828292d36f2f8d <http://www.w3.org/2002/07/owl#someValuesFrom> <https://w3id.org/presalt-onto#Dolomitization> .,"[""input:evaluation_study/inputs/approved_run/validate_relations.csv:row:98""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
_:cb20f363f279fcdb95228ccd5bb21f5b44318fe253d56b14eea3cc3feaf9f19bca1 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Restriction> .,"[""input:evaluation_study/inputs/approved_run/validate_relations.csv:row:86""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
_:cb20f363f279fcdb95228ccd5bb21f5b44318fe253d56b14eea3cc3feaf9f19bca1 <http://www.w3.org/2002/07/owl#onProperty> <http://purl.obolibrary.org/obo/BFO_0000178> .,"[""input:evaluation_study/inputs/approved_run/validate_relations.csv:row:86""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
_:cb20f363f279fcdb95228ccd5bb21f5b44318fe253d56b14eea3cc3feaf9f19bca1 <http://www.w3.org/2002/07/owl#someValuesFrom> <https://w3id.org/presalt-onto#Coquina> .,"[""input:evaluation_study/inputs/approved_run/validate_relations.csv:row:86""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
_:cb211227613543f9a0fd3d5781f1ce44dcb855f7f9e0604c98bf228e73d58dd4b36 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Restriction> .,"[""pipeline:src.modules.emit.owl_exporter:companion_axioms""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
_:cb211227613543f9a0fd3d5781f1ce44dcb855f7f9e0604c98bf228e73d58dd4b36 <http://www.w3.org/2002/07/owl#onProperty> <http://purl.obolibrary.org/obo/BFO_0000197> .,"[""pipeline:src.modules.emit.owl_exporter:companion_axioms""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
_:cb211227613543f9a0fd3d5781f1ce44dcb855f7f9e0604c98bf228e73d58dd4b36 <http://www.w3.org/2002/07/owl#someValuesFrom> <http://purl.obolibrary.org/obo/BFO_0000004> .,"[""pipeline:src.modules.emit.owl_exporter:companion_axioms""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
_:cb2180e445d0451bf903d681845325e428b36e409932faad6fbf0c51269ef882ff7 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Restriction> .,"[""input:evaluation_study/inputs/approved_run/validate_relations.csv:row:245""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
_:cb2180e445d0451bf903d681845325e428b36e409932faad6fbf0c51269ef882ff7 <http://www.w3.org/2002/07/owl#onProperty> <http://purl.obolibrary.org/obo/BFO_0000056> .,"[""input:evaluation_study/inputs/approved_run/validate_relations.csv:row:245""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
_:cb2180e445d0451bf903d681845325e428b36e409932faad6fbf0c51269ef882ff7 <http://www.w3.org/2002/07/owl#someValuesFrom> <https://w3id.org/presalt-onto#Silicification> .,"[""input:evaluation_study/inputs/approved_run/validate_relations.csv:row:245""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
